,date,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11
22,2022-08-16,0.747588,398,0.566952,702,0.08547,1.461046077790388,1.7417026093281167,63.644446,6.3791897882181265,0.985692,16.446782
23,2022-08-17,0.749574,398,0.585294,680,0.094118,1.692720138260475,1.9728779681610649,64.960276,6.034457119609529,1.811897,13.437028
24,2022-08-18,0.669027,321,0.469298,684,0.138889,1.7172778160975026,2.0547169771578537,64.440832,5.027868044906683,0.788501,17.596017
25,2022-08-19,0.788,329,0.599271,549,0.058288,1.4396726890002771,1.713921639297254,71.236945,4.618390078350496,0.349638,12.9838
26,2022-08-22,0.745098,327,0.543189,602,0.111296,1.5749987966348071,1.8037030393747173,51.582778,6.242393536850614,0.848249,12.919818
27,2022-08-23,0.745133,381,0.605723,629,0.065183,1.403900771602593,1.6919928979267331,66.193332,5.8767248640693905,1.718901,11.054987
28,2022-08-24,0.776938,367,0.654189,561,0.032086,1.4384994994129414,1.7412705993734086,71.006666,5.253421010537731,1.12825,14.113287
29,2022-08-25,0.747871,392,0.641571,611,0.026187,1.5838007466398438,1.8457827630993813,63.380833,6.137502168833912,0.574074,11.151625
30,2022-08-26,0.686627,302,0.444118,680,0.179412,1.6236067921843922,1.9187624085724804,60.896389,5.307834291268592,1.149351,10.222222
31,2022-08-29,0.752345,364,0.597701,609,0.095238,1.6097099484440054,1.8499732584807855,55.032499,6.631955469967208,1.416376,15.248276
32,2022-08-30,0.779545,312,0.639344,488,0.057377,1.2995076056660042,1.5378899818596532,66.720556,4.781135217158562,1.986111,12.232899
33,2022-08-31,0.739048,335,0.589789,568,0.024648,1.322093157101276,1.6248930121371625,65.24222,5.295791619357595,0.589512,19.19917
34,2022-09-01,0.707171,306,0.508306,602,0.111296,1.6078790645569514,1.8168236650444647,60.876943,4.960827287270322,0.665298,17.387786
35,2022-09-02,0.726744,323,0.526917,613,0.08646,1.6241745144203592,1.8642628737370313,62.121666,5.18337676262578,2.181992,13.093257
36,2022-09-05,0.740638,482,0.548975,878,0.1082,1.9948909787785314,2.271136752769519,62.442223,7.526958160986678,0.686275,17.143777
37,2022-09-06,0.72089,363,0.352427,1030,0.338835,1.8104952233765566,2.1196959357391805,55.075833,6.812949846012401,1.142857,17.22619
38,2022-09-07,0.692689,471,0.289668,1626,0.433579,2.3612197816734635,2.4463985227140546,69.41499999999999,6.540373118202117,0.837795,15.362734
39,2022-09-08,0.698492,474,0.314115,1509,0.425447,2.202362651497947,2.461057226873694,70.049721,6.809448962687517,1.417197,13.484814
40,2022-09-09,0.728758,390,0.315279,1237,0.459984,2.210469606263816,2.3845182592814496,58.299166,6.981597914509218,0.730845,11.209235
41,2022-09-12,0.715881,500,0.325309,1537,0.435914,2.2572677428656394,2.5685626176432654,69.206945,7.007967191731986,1.231008,18.7713
42,2022-09-13,0.706897,544,0.326139,1668,0.429856,2.2226149049670285,2.3625308928093287,80.400275,6.890523695348057,2.229462,16.892857
43,2022-09-14,0.711328,492,0.313776,1568,0.4375,2.1293483960447532,2.320507932441164,84.08610999999999,5.696541319368918,0.943787,14.129412
44,2022-09-15,0.744249,487,0.308814,1577,0.501585,2.221788019902423,2.5236180688229,70.574165,6.943050619160709,1.989796,16.405577
45,2022-09-16,0.691542,463,0.359193,1289,0.345229,2.3527749591680465,2.4011748002164683,78.695556,5.896139802354278,1.659341,16.781354
46,2022-09-19,0.736008,620,0.295379,2099,0.514054,2.4944869318764877,2.7540783608201016,76.0125,8.090863209196556,1.258486,16.032195
47,2022-09-20,0.784027,614,0.334787,1834,0.483642,2.314554407639678,2.5979756448272764,77.401668,7.8034494037001885,0.849007,16.863874
48,2022-09-21,0.753538,554,0.310017,1787,0.496363,2.1214033076403784,2.366917208111484,81.458612,6.948313825921806,0.97305,19.721805
49,2022-09-22,0.74113,471,0.277222,1699,0.509123,1.9462257424970772,2.4099356081898873,76.976387,6.235678481506283,0.881329,13.920238
50,2022-09-23,0.782235,470,0.323246,1454,0.462861,1.7558654161104017,2.524449470921212,75.278055,6.137246771320009,1.332787,27.226098
51,2022-09-26,0.773034,623,0.279623,2228,0.553411,2.574478555902713,2.7746928354643905,65.080555,9.357633781703305,0.953209,34.890511
52,2022-09-27,0.755319,584,0.314486,1857,0.492192,2.691096276514604,2.9245461518838893,67.660833,8.586947192920313,1.471533,30.280044
53,2022-09-28,0.745801,602,0.331315,1817,0.474408,2.6068474001981623,2.8059243037819885,70.889443,8.463883684344932,0.751344,36.535678
54,2022-09-29,0.788265,577,0.303844,1899,0.542391,2.3491865133802996,2.7149905568833104,75.404722,7.7713965976825685,1.763118,26.015294
55,2022-09-30,0.753939,553,0.383495,1442,0.391817,2.541057972344653,2.7849029620939314,68.34111,8.127468819331977,0.285298,42.157254
56,2022-10-03,0.826188,635,0.339572,1870,0.490909,2.6558961786242157,2.9058903831766285,68.600556,9.329370450000434,2.306366,35.604167
57,2022-10-04,0.797533,716,0.325751,2198,0.513649,2.694709868243334,2.8104578656200063,79.405833,8.614639733877155,1.52657,33.618269
58,2022-10-05,0.775599,629,0.348283,1806,0.449612,2.619394134067571,2.912045774839894,82.694167,7.90865938585487,1.131339,27.672098
59,2022-10-06,0.766004,623,0.367335,1696,0.428656,2.6984792583840784,2.9602337603748907,75.966667,8.240456304342008,0.975098,35.243189
60,2022-10-07,0.7625,486,0.41503,1171,0.358668,2.366243618515003,2.4533620695108875,64.404724,7.546030319142428,1.128039,36.785982
61,2022-10-10,0.73755,464,0.434457,1068,0.259363,2.1365335294961287,2.3653035201802926,77.33416700000001,5.961142634406342,1.26475,32.615826
62,2022-10-11,0.782561,637,0.382813,1664,0.429087,2.7132561222817237,2.9273453853933984,88.679166,7.104261670661179,1.974619,32.484359
63,2022-10-12,0.789838,620,0.344444,1800,0.481667,2.680296884108647,2.8268631653716114,84.84555499999999,7.059886637549839,1.925532,23.574603
64,2022-10-13,0.827206,636,0.291476,2182,0.571952,2.667145744902074,2.7547401594411993,84.98083199999999,7.537459207520827,1.51314,29.760547
65,2022-10-14,0.686583,574,0.442901,1296,0.222222,2.272503134590398,2.4672123189784183,89.50972300000001,6.6439217804761235,1.242386,34.520758
66,2022-10-17,0.789216,556,0.360337,1543,0.431627,2.427228862428126,2.6585359162152087,74.654166,7.407490159356947,0.810617,30.914579
67,2022-10-18,0.798611,630,0.336179,1874,0.510672,2.642615661950749,2.8849402529418438,81.654444,7.446012368904257,1.52412,33.930672
68,2022-10-19,0.77931,717,0.392017,1829,0.416621,2.6516714189893484,2.838897865031507,91.029444,8.074310549452548,1.62704,31.651778
69,2022-10-20,0.800797,714,0.409169,1745,0.388539,2.620984952937744,2.7309486225513657,93.315833,7.630002081211663,1.015135,31.027972
70,2022-10-21,0.751174,581,0.43197,1345,0.34052,2.2345205774830306,2.361773181116765,86.048056,6.879876519232462,1.225974,33.627237
71,2022-10-24,0.794224,576,0.361129,1595,0.448903,2.5041425249662623,2.7199519945477313,78.387502,7.348110161744917,1.213423,32.651238
72,2022-10-25,0.786164,665,0.380217,1749,0.411664,2.4034085706498214,2.7750012748748905,93.846667,7.140997883044177,2.256586,32.942883
73,2022-10-26,0.804217,705,0.382528,1843,0.425936,2.4091107812805346,2.8882229149246874,95.910557,7.3505985373434966,0.889898,29.198347
74,2022-10-27,0.759223,693,0.374392,1851,0.404646,2.8012062463647798,2.9460122203737775,88.054445,7.907364216793216,1.047235,28.893238
75,2022-10-28,0.750238,693,0.426462,1625,0.326769,2.389877704009029,2.6547663266752477,93.415279,7.557650178403899,0.426374,31.533113
76,2022-10-31,0.803704,599,0.385705,1553,0.448809,2.5300952291515526,2.7864394258276626,83.008889,7.035391113354137,1.862166,25.189066
77,2022-11-01,0.817848,603,0.360862,1671,0.47696,2.5670182961446573,2.8711675854840006,84.236946,7.407675962041644,1.612045,26.554023
78,2022-11-02,0.808843,562,0.341019,1648,0.500607,2.6764152890493764,2.884093609885308,71.810277,7.102047524478983,0.947917,23.295181
79,2022-11-03,0.817618,587,0.35003,1677,0.490757,2.668272808298372,2.7929946583254863,69.126665,8.043205903250215,2.058224,26.42381
80,2022-11-04,0.811667,457,0.342579,1334,0.522489,2.673349932269558,2.774231953325921,56.039445,7.459031758790616,0.862595,25.589063
81,2022-11-07,0.851038,609,0.392397,1552,0.443299,2.689530143644345,2.797801805649095,66.078055,8.701829979711116,0.780619,27.391705
82,2022-11-08,0.829128,652,0.338877,1924,0.517152,2.5202535845874494,2.7976284471173254,58.08277700000001,10.691637557205642,1.605905,24.307447
83,2022-11-09,0.851145,618,0.336235,1838,0.538629,2.7081149566674276,2.898133246941938,57.199445,10.524577642318034,1.700557,26.616029
84,2022-11-10,0.785211,575,0.365079,1575,0.422222,2.458158170302633,2.5966058371547804,60.378056,9.407391321111763,0.717391,23.797428
85,2022-11-11,0.749455,612,0.488428,1253,0.235435,2.4765202598913865,2.540140381170259,67.508612,8.635935219642791,0.602469,27.765977
86,2022-11-14,0.841379,653,0.371234,1759,0.472996,2.7588788686658803,2.9221490176039637,50.693055,12.072659657225236,1.596378,28.316993
87,2022-11-15,0.805447,163,0.321499,507,0.416174,1.3390526544821564,1.7362465371906695,18.630277999999997,6.011719202472448,1.516949,31.842444
