,date,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11
46,2022-09-20,0.787365,496,0.588375,843,0.106762,0.6382308479610412,0.7191220601007886,190.94,2.623860898711637,153.262228,172.67806
47,2022-09-21,0.761468,479,0.486294,985,0.086294,0.701408130283183,0.6920328924898254,180.77694400000001,2.677332569578121,143.318059,164.298097
48,2022-09-22,0.70566,538,0.527969,1019,0.088322,0.7778510581524911,0.7628085522127097,202.188055,2.8625463188907685,152.088158,167.490584
49,2022-09-23,0.805031,374,0.596491,627,0.012759,0.5809828808887598,0.637122841438321,159.990555,2.3813905764624668,139.167712,164.642023
50,2022-09-26,0.750361,505,0.609168,829,0.024125,0.6591337750263347,0.6890037989310738,193.17111,2.6919139202544313,137.9383,169.452575
51,2022-09-27,0.735714,596,0.484159,1231,0.190902,0.8476588731763057,0.8202295343946604,211.2125,3.0531469041260295,156.633159,162.993062
52,2022-09-28,0.755387,573,0.474338,1208,0.221854,0.8349289855476972,0.7894321605296876,205.198889,2.855765949103165,162.698479,171.648765
53,2022-09-29,0.718788,566,0.477637,1185,0.190717,0.8474162022711326,0.8077370450461484,201.517222,3.053466488773188,156.981283,161.334331
54,2022-09-30,0.781369,397,0.652961,608,0.039474,0.590587653105261,0.6280339680721606,164.317778,2.4708221163993587,141.909366,175.810409
55,2022-10-03,0.787651,507,0.62285,814,0.066339,0.6417434410266943,0.6558828619794708,196.986389,2.604240844274779,151.39777,169.723896
56,2022-10-04,0.763321,601,0.519447,1157,0.194468,0.8232914610902826,0.8060594305220515,214.325555,2.8601349008521173,169.23871,169.028056
57,2022-10-05,0.751363,655,0.556973,1176,0.118197,0.80124783915443,0.7715834154148375,240.71972200000002,2.7874741397383302,161.410974,165.634061
58,2022-10-06,0.759036,602,0.530396,1135,0.14978,0.8089812402696465,0.7717474897247545,217.086112,2.823764239694891,157.003817,171.933532
59,2022-10-07,0.787728,463,0.676901,684,0.013158,0.6103478681911261,0.6472032244684289,189.73833299999998,2.5403406490347944,149.109395,167.509927
60,2022-10-10,0.802885,480,0.63745,753,0.058433,0.6434845837399537,0.6559890495764173,176.886389,2.7588329591600176,144.868217,170.819829
61,2022-10-11,0.783544,601,0.475851,1263,0.25574,0.8968100438125425,0.8441346080785819,204.596665,2.986363438524279,163.355463,171.081967
62,2022-10-12,0.746231,565,0.49518,1141,0.200701,0.8276713694811826,0.7967550393708405,201.190833,2.877864718617672,154.549932,166.116788
63,2022-10-13,0.74587,562,0.532197,1056,0.179924,0.825146725567954,0.7968385190109917,203.725277,2.8420626469439036,155.322845,161.351753
64,2022-10-14,0.822266,408,0.677741,602,0.056478,0.5905997291471993,0.6394818730716969,175.574445,2.4092344418346303,140.752688,166.756225
65,2022-10-17,0.774845,482,0.606289,795,0.091824,0.6761512407134135,0.6956104793354144,187.520557,2.6717070811601737,149.059078,163.316092
66,2022-10-18,0.787143,534,0.478924,1115,0.280717,0.8578284799331034,0.8233466324770388,187.516388,2.9224112401311824,151.524845,160.933002
67,2022-10-19,0.773154,556,0.499102,1114,0.254937,0.7958701649519251,0.7788232331340839,195.710557,2.8869163148925074,158.585044,165.00813
68,2022-10-20,0.78738,555,0.500903,1108,0.266245,0.7899762960526369,0.7634388386806664,202.652221,2.812700483554039,160.187683,166.082547
69,2022-10-21,0.779497,386,0.645485,598,0.048495,0.5521856317122071,0.593435741830212,163.345556,2.4549183327644375,146.292962,158.34492
70,2022-10-24,0.817052,445,0.696401,639,0.039124,0.5928250343979371,0.6209551661117753,187.899999,2.4321447707937454,148.142458,161.798339
71,2022-10-25,0.771429,555,0.495094,1121,0.260482,0.7788545000864748,0.7591863978573347,214.608056,2.6466853602177918,166.524962,163.917661
72,2022-10-26,0.735331,544,0.53125,1024,0.12793,0.6952783760529951,0.6847466790805442,222.696667,2.510140845529583,151.053806,166.726721
73,2022-10-27,0.720657,584,0.516814,1130,0.156637,0.7522813725110739,0.7468907236750335,225.33499999999998,2.6316373399605033,164.864385,168.545629
74,2022-10-28,0.762742,417,0.656693,635,0.014173,0.520789169212123,0.5992297748619196,193.156668,2.1899321642885248,143.455679,162.841758
75,2022-10-31,0.784252,474,0.668547,709,0.022567,0.5896015702365823,0.6210270375589648,197.12194399999998,2.4705519340860396,147.766537,155.504803
76,2022-11-01,0.725556,624,0.531064,1175,0.128511,0.7051216575930428,0.696652828034642,235.21499999999997,2.691154900835406,155.842105,165.135209
77,2022-11-02,0.760793,621,0.55397,1121,0.158787,0.7096492713562579,0.6977661634998279,214.892223,2.913088204220401,159.181055,168.059434
78,2022-11-03,0.748058,634,0.5681,1116,0.113799,0.6453988009676022,0.6864932332706634,220.5675,2.8381334512110805,164.017998,180.777583
79,2022-11-04,0.790551,490,0.698006,702,0.014245,0.5770760415988592,0.6328416777407583,185.164446,2.711103620832263,140.035129,170.415774
80,2022-11-07,0.744707,568,0.646189,879,0.023891,0.6251180116298044,0.6228337545676751,216.77361100000002,2.620245136756983,148.978484,161.169243
81,2022-11-08,0.705703,650,0.486163,1337,0.169783,0.7207310396374961,0.6983670144471418,216.328612,3.1522351528376973,158.983683,171.701288
82,2022-11-09,0.750515,691,0.542812,1273,0.153967,0.7072362609096106,0.6942371935729378,229.281111,2.957068713785149,157.829653,167.420492
83,2022-11-10,0.767712,624,0.510638,1222,0.210311,0.6984505183755564,0.7381706914706949,200.118334,3.083175777387793,156.417464,171.480495
84,2022-11-11,0.777251,471,0.695716,677,0.002954,0.51618532447784,0.6091601955467678,185.514444,2.576618777996607,139.345297,166.419028
85,2022-11-14,0.77292,523,0.644089,812,0.062808,0.6034159837208642,0.6386869818390963,185.711946,2.8161893258067523,144.368056,164.135161
86,2022-11-15,0.757303,327,0.481591,679,0.223859,0.7160931343859044,0.6977860081200408,106.166667,2.797488217276332,152.103837,170.781139
