,date,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10
26,2022-08-22,0.778966,367,0.632759,580,0.050761,0.6415583164788794,0.7479780960625689,3.7272464589451615,55.833787,61.694118
27,2022-08-23,0.779772,382,0.591331,646,0.074018,0.6053789029333612,0.7135486766366439,3.6937206283368846,52.138743,56.318083
28,2022-08-24,0.76183,382,0.530556,720,0.131327,0.6542602158846819,0.7650745258614445,3.966629937476391,55.596859,61.120507
29,2022-08-25,0.739655,374,0.605178,618,0.061389,0.6099064701992244,0.7176851518820127,3.593148948573128,54.430481,62.084112
30,2022-08-26,0.767974,377,0.578221,652,0.07413,0.5564312759094113,0.6475099838692063,3.6382708160444164,53.33687,57.471616
31,2022-08-29,0.729858,352,0.505747,696,0.105932,0.5401933084087558,0.6370781006680172,3.3648220559041104,50.323864,59.439732
32,2022-08-30,0.737834,369,0.528653,698,0.100141,0.6325666797820815,0.7413426221636129,3.6913831929811325,55.514905,56.795604
33,2022-08-31,0.752981,361,0.552833,653,0.113293,0.5659295758011685,0.643527136078986,3.4973446868243667,51.833795,55.884259
34,2022-09-01,0.734403,339,0.553922,612,0.096618,0.551657214689431,0.6562211096550375,3.2558942909208977,53.722714,56.593516
35,2022-09-02,0.768581,360,0.540541,666,0.125369,0.6228155938832212,0.7549758404718165,3.442842362870803,55.680556,56.770975
36,2022-09-05,0.739437,262,0.602299,435,0.049107,0.3887105997629587,0.6248122531782397,2.5042035457017047,47.958015,57.248344
37,2022-09-06,0.735343,330,0.496241,665,0.118943,0.48331201008342345,0.6354454569150688,2.7923270025184124,50.715152,57.770686
38,2022-09-07,0.749599,383,0.516173,742,0.167768,0.6122755741127874,0.7466146932036528,3.306889354093052,56.036554,58.037611
39,2022-09-08,0.79538,384,0.550143,698,0.141243,0.5773450697582622,0.702141972247155,3.3262731855832235,54.921875,57.487288
40,2022-09-09,0.754072,368,0.536443,686,0.114943,0.5496828571551063,0.694115232361868,3.1298850920647534,57.236413,57.273731
41,2022-09-12,0.770627,387,0.592649,653,0.081694,0.5332465518316103,0.6605053621907987,3.3406582063265633,53.821705,55.579521
42,2022-09-13,0.743472,354,0.471372,751,0.143979,0.5275375784915448,0.6483014278432221,3.0675096183440034,52.409605,56.697034
43,2022-09-14,0.789809,325,0.315534,1030,0.235922,0.5150040254703819,0.5701883419481469,2.7042136764939326,56.969231,61.227787
44,2022-09-15,0.783747,344,0.384787,894,0.188827,0.5107820128591398,0.5948548143291521,2.9410808674865225,54.947674,62.125
45,2022-09-16,0.787736,348,0.442748,786,0.192893,0.5247285543762862,0.6464657884444113,3.2193035794120552,55.666667,64.607214
46,2022-09-19,0.782194,366,0.527378,694,0.103841,0.5062540161694234,0.6279773544542758,3.00500193138948,53.445355,61.412008
47,2022-09-20,0.725806,367,0.528058,695,0.105036,0.5565508862518069,0.6891368067357647,3.2803245619249597,54.444142,59.491111
48,2022-09-21,0.788779,387,0.585477,661,0.100592,0.5994058594110931,0.730815772057035,3.454984249030972,54.054264,56.732759
49,2022-09-22,0.744526,389,0.498079,781,0.121639,0.6248766696416527,0.7311889632379586,3.4166280205054913,61.236504,58.4
50,2022-09-23,0.739414,358,0.507801,705,0.126241,0.5787394417718283,0.6920707636316604,3.2961624583012195,57.432961,62.770925
51,2022-09-26,0.776042,369,0.543446,679,0.142647,0.5422045463475098,0.6651504942724666,3.2296791705273162,54.677507,56.53915
52,2022-09-27,0.781199,391,0.543811,719,0.159184,0.5841590574754725,0.694358198207187,3.401631190094581,54.805627,59.575107
53,2022-09-28,0.758359,388,0.52861,734,0.122178,0.6018479729658905,0.7309716902273004,3.317844046717241,53.747423,55.409563
54,2022-09-29,0.770615,403,0.525424,767,0.147059,0.638932540067432,0.7272706277616992,3.4920942851907677,57.69727,60.797595
55,2022-09-30,0.7744,400,0.562588,711,0.120787,0.6523334865289145,0.7387943861493862,3.6524136982102933,54.3625,57.724638
56,2022-10-03,0.769896,365,0.569423,641,0.098284,0.5559490623554314,0.68957305922653,3.465080859157823,56.70411,61.921348
57,2022-10-04,0.747967,359,0.49381,727,0.163735,0.5307790341148871,0.6400311081814647,3.1141114500503813,58.392758,57.636161
58,2022-10-05,0.757208,401,0.542625,739,0.123179,0.6490651423127344,0.7539808873109467,3.5389262394312064,59.990025,60.171843
59,2022-10-06,0.783694,373,0.533619,699,0.135908,0.6075080883692643,0.7102824967573218,3.325555776499632,60.128686,60.864119
60,2022-10-07,0.77349,382,0.572714,667,0.106447,0.5830103169795178,0.7105158987587837,3.3771766963573984,56.672775,62.312364
61,2022-10-10,0.765766,300,0.656455,457,0.026258,0.43175392425556025,0.6131639075979042,2.7069375057677916,54.323333,60.452941
62,2022-10-11,0.769111,382,0.544936,701,0.10957,0.5933006497111577,0.6969907715314679,3.3524840045364632,58.67801,62.32981
63,2022-10-12,0.77931,373,0.521678,715,0.183217,0.5907127171268339,0.7200985845310673,3.2750991920172217,58.131367,60.066372
64,2022-10-13,0.762393,342,0.502203,681,0.136564,0.5660051184211325,0.7202476037741855,3.044826616435713,56.447368,58.654709
65,2022-10-14,0.764516,384,0.550933,697,0.117397,0.5657305944872733,0.6783010365728194,3.383733924675162,58.369792,56.765086
66,2022-10-17,0.749601,362,0.539493,671,0.089725,0.5144651648836054,0.6189232049818779,3.125949387139894,56.049724,62.591111
67,2022-10-18,0.765957,397,0.540136,735,0.121495,0.6180740080839612,0.7257827184015767,3.4135186816891823,59.508816,58.45102
68,2022-10-19,0.778831,394,0.551821,714,0.131687,0.6298433237574451,0.7684148673795733,3.507932571342189,52.883249,53.353556
69,2022-10-20,0.783826,385,0.515395,747,0.14418,0.563458569445832,0.6803911527181516,3.3363575925153848,57.563636,59.633065
70,2022-10-21,0.780031,391,0.517881,755,0.151515,0.5897648650168653,0.7222244257211798,3.5471199093063404,58.621483,60.046278
71,2022-10-24,0.772021,381,0.574661,663,0.130631,0.5304020301971902,0.6596098320234002,3.370370131327592,52.629921,58.083333
72,2022-10-25,0.735878,399,0.54065,738,0.109756,0.655932084790316,0.7886585494880072,3.583561126145626,55.964912,55.858921
73,2022-10-26,0.768852,384,0.556522,690,0.114778,0.5553871651214053,0.6729113083721463,3.1470196647654367,60.122396,59.818182
74,2022-10-27,0.784711,395,0.541096,730,0.121419,0.5748099701012618,0.7037082992640444,3.37241582876877,58.75443,60.434
75,2022-10-28,0.759375,376,0.548105,686,0.081545,0.517164913508441,0.6359712281286999,3.24359787505053,55.731383,59.424947
76,2022-10-31,0.75576,391,0.548387,713,0.100413,0.6549950165171051,0.7535914039620728,3.6116104257913633,54.85422,60.612971
77,2022-11-01,0.757252,400,0.567376,705,0.082633,0.5597491465331912,0.6820001665393323,3.4703696583000845,57.5025,57.227926
78,2022-11-02,0.755725,384,0.554113,693,0.065621,0.5159945894952113,0.6105918685304598,3.2411336206784918,57.432292,55.041152
79,2022-11-03,0.768352,366,0.51046,717,0.138075,0.5289938716797656,0.6361158035402142,3.1720996201532867,55.032787,58.630573
80,2022-11-04,0.759091,408,0.561983,726,0.101764,0.6432086571907046,0.7189204397223139,3.6638467802074257,58.879902,57.458248
81,2022-11-07,0.79066,403,0.579023,696,0.113475,0.5707950033892648,0.6660451535113822,3.3775539851363896,58.457711,56.792531
82,2022-11-08,0.792208,387,0.527248,734,0.163514,0.5605478380814637,0.6577077113889568,3.3078819603733742,58.552972,57.257261
83,2022-11-09,0.770598,395,0.551676,716,0.131285,0.5642371483945545,0.6785047780403003,3.3073142513994216,54.243038,58.341719
84,2022-11-10,0.791798,405,0.532895,760,0.170573,0.6132561202845982,0.6978220308772334,3.428713729628062,58.920988,62.591093
85,2022-11-11,0.772231,398,0.548209,726,0.122783,0.5823696715116912,0.679575228513499,3.4414084294496208,56.819095,62.821721
86,2022-11-14,0.772798,406,0.573446,708,0.097222,0.5831148868723836,0.6944475633476213,3.566265479322314,55.172414,60.82582
87,2022-11-15,0.773176,299,0.511111,585,0.128205,0.5305468506552989,0.6248998262874311,7.048323464773179,55.722408,58.326531
